"ANNEX1_NCBI_TAXID","ANNEX1_NCBI_NAMES","NCBI_GENUS_SUB_TAXID","NCBI_GENUS_SUB_NAMES"
117271,"Poa fendleriana",2570664,"Poa fendleriana subsp. fendleriana"
117271,"Poa fendleriana",2597137,"Poa fendleriana var. fendleriana"
118893,"Coronilla valentina",118894,"Coronilla valentina subsp. glauca"
118913,"Lotus crassifolius",118914,"Lotus crassifolius var. crassifolius"
118926,"Lotus scoparius",118927,"Lotus scoparius var. scoparius"
119826,"Astragalus hoantchy",158326,"Astragalus hoantchy subsp. dschimensis"
119828,"Hedysarum polybotrys",2862780,"Hedysarum polybotrys var. alaschanicum"
119829,"Astragalus mongholicus",540757,"Astragalus mongholicus var. dahuricus"
119829,"Astragalus mongholicus",1235665,"Astragalus mongholicus var. nakaianus"
132459,"Pueraria montana",3893,"Pueraria montana var. lobata"
132459,"Pueraria montana",174648,"Pueraria montana var. thomsonii"
144075,"Astragalus campylosema",2785039,"Astragalus campylosema subsp. champylosema"
144082,"Astragalus chrysostachys",1907760,"Astragalus chrysostachys var. dolichourus"
144082,"Astragalus chrysostachys",1907761,"Astragalus chrysostachys var. parisiensis"
144082,"Astragalus chrysostachys",1907763,"Astragalus chrysostachys var. khorasanicus"
144090,"Astragalus dactylocarpus",1042476,"Astragalus dactylocarpus subsp. dactylocarpus"
144098,"Astragalus eremophilus",2014682,"Astragalus eremophilus subsp. eremophilus"
144098,"Astragalus eremophilus",2014683,"Astragalus eremophilus subsp. makranicus"
144128,"Astragalus murinus",1577465,"Astragalus murinus subsp. bornmuelleri"
144164,"Astragalus tricholobus",144165,"Astragalus tricholobus subsp. tricholobus"
145471,"Brassica rapa subsp. oleifera",660627,"Brassica rapa (Nippo-oleifera Group)"
145471,"Brassica rapa subsp. oleifera",1652997,"Brassica rapa var. oleifera"
145841,"Festuca elegans",370714,"Festuca elegans subsp. merinoi"
145848,"Festuca paniculata",210814,"Festuca paniculata subsp. baetica"
145848,"Festuca paniculata",211959,"Festuca paniculata subsp. paniculata"
145848,"Festuca paniculata",211960,"Festuca paniculata subsp. spadicea"
145848,"Festuca paniculata",370723,"Festuca paniculata subsp. paui"
151233,"Salsola",151234,"Salsola albida"
151233,"Salsola",151235,"Salsola albisepala"
151233,"Salsola",151236,"Salsola angolensis"
151233,"Salsola",151238,"Salsola arbusculiformis"
151233,"Salsola",151239,"Salsola aucheri"
151233,"Salsola",151241,"Salsola botschantzevii"
151233,"Salsola",151245,"Salsola drobovii"
151233,"Salsola",151246,"Salsola foliosa"
151233,"Salsola",151251,"Salsola kopetdaghensis"
151233,"Salsola",151252,"Salsola laricifolia"
151233,"Salsola",151254,"Salsola leptoclada"
151233,"Salsola",151255,"Salsola monoptera"
151233,"Salsola",151256,"Salsola montana"
151233,"Salsola",151257,"Salsola oreophila"
151233,"Salsola",151259,"Salsola paulsenii"
151233,"Salsola",151261,"Salsola zygophylla"
151233,"Salsola",175695,"Salsola komarovii"
151233,"Salsola",240110,"Salsola genistoides"
151233,"Salsola",264974,"Salsola setifera"
151233,"Salsola",282334,"Salsola subcrassa"
151233,"Salsola",282335,"Salsola korshinskyi"
151233,"Salsola",282336,"Salsola praecox"
151233,"Salsola",355937,"Salsola tragus"
151233,"Salsola",355939,"Salsola soda"
151233,"Salsola",366506,"Salsola webbii"
151233,"Salsola",454478,"Salsola zygophylloides"
151233,"Salsola",454507,"Salsola stocksii"
151233,"Salsola",454526,"Salsola divaricata"
151233,"Salsola",454527,"Salsola drummondii"
151233,"Salsola",454531,"Salsola griffithii"
151233,"Salsola",454534,"Salsola kerneri"
151233,"Salsola",454536,"Salsola masenderanica"
151233,"Salsola",454547,"Salsola rosmarinus"
151233,"Salsola",462255,"Salsola affinis"
151233,"Salsola",525237,"Salsola collina"
151233,"Salsola",713163,"Salsola ferganica"
151233,"Salsola",798180,"Salsola heptapotamica"
151233,"Salsola",798181,"Salsola sukaczevii"
151233,"Salsola",798189,"Salsola chinghaiensis"
151233,"Salsola",798191,"Salsola micranthera"
151233,"Salsola",798193,"Salsola rosacea"
151233,"Salsola",798194,"Salsola ruthenica"
151233,"Salsola",798195,"Salsola zaidamica"
151233,"Salsola",996511,"Salsola cyrenaica"
151233,"Salsola",996512,"Salsola gymnomaschala"
151233,"Salsola",996513,"Salsola merxmuelleri"
151233,"Salsola",996514,"Salsola oppositifolia"
151233,"Salsola",996515,"Salsola papillosa"
151233,"Salsola",1048809,"Salsola abrotanoides"
151233,"Salsola",1048810,"Salsola junatovii"
151233,"Salsola",1665500,"Salsola acutifolia"
151233,"Salsola",1665501,"Salsola deschaseauxiana"
151233,"Salsola",1665502,"Salsola florida"
151233,"Salsola",1665503,"Salsola grandis"
151233,"Salsola",1665504,"Salsola longifolia"
151233,"Salsola",1665505,"Salsola melitensis"
151233,"Salsola",1665506,"Salsola pachyphylla"
151233,"Salsola",1665507,"Salsola schweinfurthii"
151233,"Salsola",1665508,"Salsola tunetana"
151233,"Salsola",1665509,"Salsola verticillata"
151233,"Salsola",1758738,"Salsola austro-iranica"
151233,"Salsola",1758739,"Salsola kavirensis"
151233,"Salsola",1955131,"Salsola makranica"
151233,"Salsola",1955132,"Salsola omanensis"
151233,"Salsola",2152824,"unclassified Salsola"
151233,"Salsola",2494489,"Salsola baryosma"
151233,"Salsola",2494490,"Salsola villosa"
153317,"Lepidium draba",153909,"Lepidium draba subsp. draba"
153449,"Lepidium fremontii",2010375,"Lepidium fremontii subsp. fremontii"
153451,"Lepidium hirtum",153452,"Lepidium hirtum subsp. calycotrichum"
153451,"Lepidium hirtum",153453,"Lepidium hirtum subsp. dhayense"
153451,"Lepidium hirtum",153454,"Lepidium hirtum subsp. hirtum"
153451,"Lepidium hirtum",153455,"Lepidium hirtum subsp. nebrodense"
153451,"Lepidium hirtum",153456,"Lepidium hirtum subsp. petrophilum"
153461,"Lepidium villarsii",153462,"Lepidium villarsii subsp. reverchonii"
154493,"Lathyrus japonicus",546224,"Lathyrus japonicus subsp. maritimus"
157092,"Rorippa islandica",157100,"Rorippa islandica subsp. dogadovae"
157092,"Rorippa islandica",157101,"Rorippa islandica subsp. islandica"
157102,"Rorippa palustris subsp. palustris",157103,"Rorippa palustris var. glabra"
158323,"Astragalus penduliflorus",647518,"Astragalus penduliflorus subsp. penduliflorus"
161755,"Isatis",161756,"Isatis tinctoria"
161755,"Isatis",358659,"Isatis quadrialata"
161755,"Isatis",358674,"Isatis gymnocarpa"
161755,"Isatis",398449,"Isatis minima"
161755,"Isatis",478943,"Isatis glauca"
161755,"Isatis",555710,"Isatis brevipes"
161755,"Isatis",651630,"Isatis buschiana"
161755,"Isatis",651631,"Isatis cappadocica"
161755,"Isatis",651637,"Isatis emarginata"
161755,"Isatis",651638,"Isatis gaubae"
161755,"Isatis",651639,"Isatis koeiei"
161755,"Isatis",651640,"Isatis koelzii"
161755,"Isatis",651641,"Isatis kotschyana"
161755,"Isatis",651642,"Isatis leuconeura"
161755,"Isatis",651643,"Isatis lusitanica"
161755,"Isatis",651644,"Isatis pachycarpa"
161755,"Isatis",651645,"Isatis raphanifolia"
161755,"Isatis",651646,"Isatis takhtajanii"
161755,"Isatis",651647,"Isatis trachycarpa"
161755,"Isatis",651649,"Isatis multicaulis"
161755,"Isatis",651650,"Isatis stocksii"
161755,"Isatis",651652,"Isatis armena"
161755,"Isatis",651653,"Isatis elegans"
161755,"Isatis",664055,"Isatis zarrei"
161755,"Isatis",763952,"Isatis aptera"
161755,"Isatis",1207047,"Isatis allionii"
161755,"Isatis",1366966,"Isatis microcarpa"
161755,"Isatis",1439905,"Isatis costata"
161755,"Isatis",1505641,"Isatis violascens"
161755,"Isatis",1619609,"Isatis oblongata"
161755,"Isatis",2051048,"Isatis demiriziana"
161755,"Isatis",2203223,"Isatis floribunda"
161755,"Isatis",2649772,"unclassified Isatis"
161756,"Isatis tinctoria",1207048,"Isatis tinctoria subsp. canescens"
161934,"Beta vulgaris",3555,"Beta vulgaris subsp. vulgaris"
161934,"Beta vulgaris",350892,"Beta vulgaris subsp. maritima"
161934,"Beta vulgaris",444111,"Beta vulgaris subsp. adanensis"
161934,"Beta vulgaris",1527200,"Beta vulgaris subsp. cicla"
167583,"Dioscorea decipiens",930786,"Dioscorea decipiens var. glabrescens"
167592,"Dioscorea pentaphylla",1540012,"Dioscorea pentaphylla var. communis"
167592,"Dioscorea pentaphylla",1540013,"Dioscorea pentaphylla var. linnaei"
167592,"Dioscorea pentaphylla",1540014,"Dioscorea pentaphylla var. rheedei"
167592,"Dioscorea pentaphylla",1540020,"Dioscorea pentaphylla var. pentaphylla"
171251,"Citrus medica",381790,"Citrus medica var. sarcodactylis"
171251,"Citrus medica",1457205,"Citrus medica var. yunnanensis (nom. inval.)"
180536,"Eruca vesicaria",29727,"Eruca vesicaria subsp. sativa"
181271,"Lotus gebelia",1680226,"Lotus gebelia var. anthylloides"
199742,"Festuca pulchella",199743,"Festuca pulchella subsp. jurana"
199742,"Festuca pulchella",199744,"Festuca pulchella subsp. pulchella"
200265,"Festuca nevadensis",370719,"Festuca nevadensis var. gaetula"
200265,"Festuca nevadensis",370720,"Festuca nevadensis var. nevadensis"
202404,"Poa bulbosa",463316,"Poa bulbosa subsp. vivipara"
202404,"Poa bulbosa",1211596,"Poa bulbosa subsp. bulbosa"
202404,"Poa bulbosa",1544618,"Poa bulbosa var. bulbosa"
208194,"Pisum sativum subsp. sativum",208195,"Pisum sativum var. 'choresmicum'"
208194,"Pisum sativum subsp. sativum",208196,"Pisum sativum var. arvense"
208194,"Pisum sativum subsp. sativum",208197,"Pisum sativum var. 'tibetanicum'"
208194,"Pisum sativum subsp. sativum",208198,"Pisum sativum var. 'ponderosum'"
208194,"Pisum sativum subsp. sativum",257612,"Pisum sativum var. macrocarpum"
210814,"Festuca paniculata subsp. baetica",210815,"Festuca paniculata var. moleroi"
211583,"Lupinus albus subsp. albus",925617,"Lupinus albus var. albus"
225185,"Festuca pallens",256028,"Festuca pallens subsp. pallens"
225189,"Festuca vaginata",256029,"Festuca vaginata subsp. vaginata"
227213,"Poa abbreviata",741067,"Poa abbreviata subsp. abbreviata"
227214,"Poa glauca",1301407,"Poa glauca subsp. glauca"
227214,"Poa glauca",2126367,"Poa glauca subsp. altaica"
227215,"Poa hartzii",227217,"Poa hartzii subsp. hartzii"
227215,"Poa hartzii",1301408,"Poa hartzii subsp. vrangelica"
227218,"Poa arctica",1301404,"Poa arctica subsp. arctica"
227218,"Poa arctica",1301405,"Poa arctica subsp. caespitans"
227218,"Poa arctica",1301406,"Poa arctica subsp. lanata"
227218,"Poa arctica",1532473,"Poa arctica var. vivipara"
227218,"Poa arctica",1891516,"Poa arctica subsp. tromsensis"
229629,"unclassified Citrus",170991,"Citrus sp. citruspark01"
229629,"unclassified Citrus",201379,"Citrus sp. EFA-2002"
229629,"unclassified Citrus",229631,"cybrid citrus SL-10"
229629,"unclassified Citrus",229632,"cybrid citrus SL-16"
229629,"unclassified Citrus",229633,"cybrid citrus SL-17"
229629,"unclassified Citrus",354490,"Citrus sp. WSP-2005"
229629,"unclassified Citrus",416206,"Citrus sp. PI 539802"
229629,"unclassified Citrus",418790,"Citrus sp. 'amboinensis'"
229629,"unclassified Citrus",476931,"Citrus sp. 'memang athur'"
229629,"unclassified Citrus",476932,"Citrus sp. 'kathairi nimbu'"
229629,"unclassified Citrus",476933,"Citrus sp. 'pummelo-lemon'"
229629,"unclassified Citrus",490300,"Citrus sp. NAB-2007"
229629,"unclassified Citrus",1198096,"Citrus sp. YLS-2012"
229629,"unclassified Citrus",1210923,"Citrus sp. TGH"
229629,"unclassified Citrus",1237691,"Citrus sp. JG043"
229629,"unclassified Citrus",1262143,"Citrus sp. 'speciosa'"
229629,"unclassified Citrus",1262144,"Citrus sp. 'tenuissima'"
229629,"unclassified Citrus",1287974,"Citrus sp. Merbein CO054"
229629,"unclassified Citrus",1354211,"Citrus sp. B07004"
229629,"unclassified Citrus",1354212,"Citrus sp. B07006"
229629,"unclassified Citrus",1354213,"Citrus sp. B07007"
229629,"unclassified Citrus",1354214,"Citrus sp. B07008"
229629,"unclassified Citrus",1354215,"Citrus sp. B07009"
229629,"unclassified Citrus",1354216,"Citrus sp. B07015"
229629,"unclassified Citrus",1392817,"Citrus sp. kk53"
229629,"unclassified Citrus",1429234,"Citrus sp. G51"
229629,"unclassified Citrus",1501993,"Citrus sp. 53"
229629,"unclassified Citrus",1501994,"Citrus sp. 30"
229629,"unclassified Citrus",1629607,"Citrus sp. acidotaiwanochiuto Hoshino"
229629,"unclassified Citrus",1766679,"Citrus sp. B09015"
229629,"unclassified Citrus",1766680,"Citrus sp. B09024"
229629,"unclassified Citrus",1766681,"Citrus sp. B09027"
229629,"unclassified Citrus",1766682,"Citrus sp. B09030"
229629,"unclassified Citrus",1795656,"Citrus sp. MF-2016"
229629,"unclassified Citrus",1873315,"Citrus sp. JT-2016"
229629,"unclassified Citrus",2599313,"Citrus sp. QC-2019a"
229629,"unclassified Citrus",2688173,"Citrus sp. NTT-2019"
229629,"unclassified Citrus",2698692,"Citrus sp. CCMB SJ4"
229629,"unclassified Citrus",2810082,"Citrus sp. ls082101"
229629,"unclassified Citrus",2810083,"Citrus sp. ls041003"
229629,"unclassified Citrus",2810084,"Citrus sp. km081301"
229629,"unclassified Citrus",2810085,"Citrus sp. ys110501"
229629,"unclassified Citrus",2810086,"Citrus sp. ys041304"
229629,"unclassified Citrus",2810087,"Citrus sp. ls041002"
229629,"unclassified Citrus",2810088,"Citrus sp. ls041601"
229629,"unclassified Citrus",2810089,"Citrus sp. km041603"
229629,"unclassified Citrus",2810090,"Citrus sp. ls082102"
229629,"unclassified Citrus",2810091,"Citrus sp. km081302"
229629,"unclassified Citrus",2831199,"Citrus sp. CS-2021"
229629,"unclassified Citrus",2862874,"Citrus sp. CS7b"
240028,"Atriplex halimus",1714627,"Atriplex halimus var. halimus"
240028,"Atriplex halimus",1714628,"Atriplex halimus var. schweinfurthii"
240334,"Lupinus breweri",240335,"Lupinus breweri var. breweri"
240334,"Lupinus breweri",240336,"Lupinus breweri var. bryoides"
243136,"Lotus glaucus",243135,"Lotus glaucus var. erythrorhizus"
254779,"Lathyrus pratensis",1211580,"Lathyrus pratensis subsp. pratensis"
258441,"Musa acuminata subsp. acuminata",214685,"Musa acuminata var. zebrina"
258441,"Musa acuminata subsp. acuminata",228180,"Musa acuminata var. nakaii"
258441,"Musa acuminata subsp. acuminata",630236,"Musa acuminata var. chinensis"
258441,"Musa acuminata subsp. acuminata",1797125,"Musa acuminata var. alasensis"
258441,"Musa acuminata subsp. acuminata",1797126,"Musa acuminata var. flava"
258441,"Musa acuminata subsp. acuminata",1797127,"Musa acuminata var. rutilipes"
258441,"Musa acuminata subsp. acuminata",2555678,"Musa acuminata var. sumatrana"
267475,"Arrhenatherum album",267476,"Arrhenatherum album var. erianthum"
267475,"Arrhenatherum album",267479,"Arrhenatherum album var. album"
269369,"Poa sibirica",1674134,"Poa sibirica subsp. sibirica"
269370,"Poa laxa",368366,"Poa laxa subsp. fernaldiana"
269370,"Poa laxa",741068,"Poa laxa subsp. flexuosa"
269370,"Poa laxa",2126371,"Poa laxa subsp. consauliae"
269370,"Poa laxa",2126372,"Poa laxa subsp. laxa"
269372,"Poa cenisia",2492439,"Poa cenisia subsp. contracta"
272644,"Festuca matthewsii",272645,"Festuca matthewsii subsp. latifundii"
272644,"Festuca matthewsii",272646,"Festuca matthewsii subsp. aquilonia"
272644,"Festuca matthewsii",272647,"Festuca matthewsii subsp. pisamontis"
272644,"Festuca matthewsii",272648,"Festuca matthewsii subsp. matthewsii"
272846,"Asparagus racemosus",2782550,"Asparagus racemosus var. zeylanicus"
289068,"Poa sieberiana",1008972,"Poa sieberiana var. sieberiana"
289068,"Poa sieberiana",1544641,"Poa sieberiana var. cyanophylla"
289068,"Poa sieberiana",1544642,"Poa sieberiana var. hirtella"
289072,"Poa sinaica",1985479,"Poa sinaica var. sinaica"
289072,"Poa sinaica",1985480,"Poa sinaica var. vivipara"
289072,"Poa sinaica",2072144,"Poa sinaica subsp. sinaica"
289855,"Poa anceps",289856,"Poa anceps subsp. polyphylla"
289855,"Poa anceps",1544617,"Poa anceps subsp. anceps"
289857,"Poa acicularifolia",289858,"Poa acicularifolia subsp. acicularifolia"
289857,"Poa acicularifolia",506780,"Poa acicularifolia subsp. ophitalis"
308264,"Brassica fruticulosa",1084503,"Brassica fruticulosa subsp. cossoniana"
308264,"Brassica fruticulosa",1084504,"Brassica fruticulosa subsp. mauritanica"
308264,"Brassica fruticulosa",1207043,"Brassica fruticulosa subsp. rifana"
308267,"Brassica repanda",1035072,"Brassica repanda subsp. glabrescens"
308267,"Brassica repanda",1035073,"Brassica repanda subsp. cadevallii"
308267,"Brassica repanda",1035074,"Brassica repanda subsp. confusa"
308267,"Brassica repanda",1035075,"Brassica repanda subsp. gypsicola"
308267,"Brassica repanda",1035076,"Brassica repanda subsp. maritima"
308267,"Brassica repanda",1035077,"Brassica repanda subsp. baldensis"
308267,"Brassica repanda",1195044,"Brassica repanda subsp. blancoana"
308267,"Brassica repanda",1195045,"Brassica repanda subsp. latisiliqua"
308267,"Brassica repanda",1195046,"Brassica repanda subsp. saxatilis"
308267,"Brassica repanda",1227731,"Brassica repanda subsp. repanda"
313098,"Lathyrus multiceps",313380,"Lathyrus multiceps var. setiger"
313104,"Lathyrus palustris",313381,"Lathyrus palustris subsp. pilosus"
313121,"Lathyrus niger",1277295,"Lathyrus niger subsp. jordanii"
323663,"Dioscorea cirrhosa",374980,"Dioscorea cirrhosa var. cylindrica"
323665,"Dioscorea esculenta",764321,"Dioscorea esculenta var. spinosa"
323665,"Dioscorea esculenta",1540007,"Dioscorea esculenta var. esculenta"
323665,"Dioscorea esculenta",1540008,"Dioscorea esculenta var. fasciculata"
330167,"Dioscorea villosa",1661266,"Dioscorea villosa subsp. quaternata"
330547,"Andropogon glomeratus",2042360,"Andropogon glomeratus var. scabriglumus"
330547,"Andropogon glomeratus",2078705,"Andropogon glomeratus var. glaucopsis"
330547,"Andropogon glomeratus",2078706,"Andropogon glomeratus var. glomeratus"
330867,"Poa saltuensis",330868,"Poa saltuensis subsp. languida"
333344,"Brassica rapa subsp. nipposinica",344680,"Brassica rapa var. perviridis"
341932,"Citrus macroptera",655903,"Citrus macroptera var. annamensis"
357959,"Dioscorea collettii",357960,"Dioscorea collettii var. hypoglauca"
361226,"Brassica souliei",180529,"Brassica souliei subsp. amplexicaulis"
361883,"Trifolium andersonii",2042467,"Trifolium andersonii var. andersonii"
361929,"Trifolium kingii",362603,"Trifolium kingii var. productum"
368348,"Poa sect. Dissanthelium",368349,"Poa serpaiana"
368348,"Poa sect. Dissanthelium",388731,"Poa calycina"
368348,"Poa sect. Dissanthelium",568965,"Poa parvifolia"
368348,"Poa sect. Dissanthelium",1159242,"Poa amplivaginata"
368348,"Poa sect. Dissanthelium",1159243,"Poa arcuata"
368348,"Poa sect. Dissanthelium",1159244,"Poa thomasii"
368348,"Poa sect. Dissanthelium",1159245,"Poa congesta"
368348,"Poa sect. Dissanthelium",1159246,"Poa swallenii"
368348,"Poa sect. Dissanthelium",1159247,"Poa gigantea"
368348,"Poa sect. Dissanthelium",1159248,"Poa linearifolia"
368348,"Poa sect. Dissanthelium",1159249,"Poa macusaniensis"
368348,"Poa sect. Dissanthelium",1159250,"Poa rauhii"
368348,"Poa sect. Dissanthelium",1159251,"Poa trollii"
368357,"Poa atropidiformis",2872209,"Poa atropidiformis var. atropidiformis"
368362,"Poa cusickii",368363,"Poa cusickii subsp. pallida"
368362,"Poa cusickii",1810514,"Poa cusickii subsp. epilis"
368362,"Poa cusickii",2099397,"Poa cusickii subsp. cusickii"
368372,"Poa labillardierei",1544627,"Poa labillardierei var. acris"
368372,"Poa labillardierei",1544628,"Poa labillardierei var. labillardierei"
369436,"Trifolium rusbyi",369439,"Trifolium rusbyi subsp. oreganum"
369436,"Trifolium rusbyi",369440,"Trifolium rusbyi subsp. rusbyi"
370711,"Festuca arvernensis",370712,"Festuca arvernensis subsp. costei"
370717,"Festuca marginata",370718,"Festuca marginata var. alopecuroides"
370721,"Festuca nigrescens",370722,"Festuca nigrescens subsp. nigrescens"
370724,"Festuca rivas-martinezii",370726,"Festuca rivas-martinezii subsp. rivas-martinezii"
370729,"Festuca trichophylla",370730,"Festuca trichophylla subsp. asperifolia"
370729,"Festuca trichophylla",370731,"Festuca trichophylla subsp. scabrescens"
370729,"Festuca trichophylla",370732,"Festuca trichophylla subsp. trichophylla"
374970,"Dioscorea persimilis",930789,"Dioscorea persimilis var. pubescens"
379200,"Asparagus capensis",1302479,"Asparagus capensis var. capensis"
379200,"Asparagus capensis",1302480,"Asparagus capensis var. litoralis"
384412,"Lupinus montanus",1381402,"Lupinus montanus var. montanus"
384412,"Lupinus montanus",1381403,"Lupinus montanus var. nelsonii"
388731,"Poa calycina",1159241,"Poa calycina var. mathewsii"
395293,"Festuca brachyphylla",1301363,"Festuca brachyphylla subsp. brachyphylla"
395293,"Festuca brachyphylla",2597135,"Festuca brachyphylla var. brachyphylla"
404242,"Lathyrus pannonicus",404243,"Lathyrus pannonicus subsp. collinus"
404242,"Lathyrus pannonicus",404244,"Lathyrus pannonicus subsp. asphodeloides"
404242,"Lathyrus pannonicus",404245,"Lathyrus pannonicus subsp. longestipulatus"
404242,"Lathyrus pannonicus",404246,"Lathyrus pannonicus subsp. multijugus"
404242,"Lathyrus pannonicus",404247,"Lathyrus pannonicus subsp. pannonicus"
404242,"Lathyrus pannonicus",404248,"Lathyrus pannonicus subsp. varius"
404244,"Lathyrus pannonicus subsp. asphodeloides",404252,"Lathyrus pannonicus f. glaber"
428386,"Medicago truncatula var. truncatula",304102,"Medicago truncatula f. tricycla"
451723,"Onobrychis aucheri",754898,"Onobrychis aucheri subsp. teheranica"
451723,"Onobrychis aucheri",1221337,"Onobrychis aucheri subsp. aucheri"
451723,"Onobrychis aucheri",1221338,"Onobrychis aucheri subsp. psammophila"
451725,"Onobrychis crista-galli",1194142,"Onobrychis crista-galli var. trilophocarpa"
451725,"Onobrychis crista-galli",1235873,"Onobrychis crista-galli var. crista-galli"
451727,"Onobrychis laxiflora",1319902,"Onobrychis laxiflora subsp. taftanica"
457883,"Astragalus geyeri",458137,"Astragalus geyeri var. geyeri"
457887,"Astragalus serenoi",458138,"Astragalus serenoi var. serenoi"
457888,"Astragalus wootonii",2873499,"Astragalus wootonii var. wootonii"
464034,"Festuca amethystina",2520513,"Festuca amethystina subsp. ritschlii"
464034,"Festuca amethystina",2528724,"Festuca amethystina subsp. amethystina"
464037,"Festuca argentina",2026446,"Festuca sp. PM-2017"
464086,"Festuca viviparoidea",1301365,"Festuca viviparoidea subsp. viviparoidea"
466547,"Dioscorea subcalva",466548,"Dioscorea subcalva var. submollis"
479945,"Agropyron fragile",479949,"Agropyron fragile subsp. sibiricum"
479948,"Agropyron cristatum subsp. pectinatum",479946,"Agropyron cristatum var. imbricatum"
479948,"Agropyron cristatum subsp. pectinatum",1642920,"Agropyron cristatum var. pectinatum"
480421,"Pueraria candollei",861244,"Pueraria candollei var. mirifica"
480421,"Pueraria candollei",1224789,"Pueraria candollei var. candollei"
487740,"Astragalus rhizanthus",702091,"Astragalus rhizanthus subsp. candolleanus"
502151,"Astragalus melilotoides",502153,"Astragalus melilotoides var. tenuis"
512613,"Asparagus altissimus",1094600,"Asparagus altissimus var. asperulus"
512614,"Asparagus aphyllus",1302472,"Asparagus aphyllus subsp. orientalis"
512616,"Astragalus armatus",1094601,"Astragalus armatus subsp. numidicus"
553691,"Sulla",299721,"Sulla coronaria"
556514,"Lespedeza bicolor",2283377,"Lespedeza bicolor var. bicolor"
556517,"Lespedeza thunbergii",109221,"Lespedeza thunbergii subsp. formosa"
556517,"Lespedeza thunbergii",701536,"Lespedeza thunbergii subsp. thunbergii"
564797,"Poa urssulensis",564796,"Poa urssulensis var. kanboensis"
568970,"Poa diaphora",2495907,"Poa diaphora subsp. oxyglumis"
568970,"Poa diaphora",2496435,"Poa diaphora subsp. diaphora"
568981,"Poa sect. Tovarochloa",568982,"Poa apiculata"
568983,"Alopecurus gerardii",2057632,"Alopecurus gerardii var. gerardii"
595354,"Atriplex torreyi",595355,"Atriplex torreyi var. griffithsii"
634089,"Astragalus pastorius",634090,"Astragalus pastorius var. linearibracteatus"
647518,"Astragalus penduliflorus subsp. penduliflorus",647533,"Astragalus penduliflorus var. sericeocanus"
649199,"Astragalus membranaceus",646395,"Astragalus membranaceus f. pallidipurpureus"
649199,"Astragalus membranaceus",1862641,"Astragalus membranaceus var. membranaceus"
649480,"Agrostis clavata",649481,"Agrostis clavata var. nukabo"
649480,"Agrostis clavata",2213087,"Agrostis clavata subsp. matsumurae"
651631,"Isatis cappadocica",651632,"Isatis cappadocica subsp. besseri"
651631,"Isatis cappadocica",651633,"Isatis cappadocica subsp. cappadocica"
651631,"Isatis cappadocica",651634,"Isatis cappadocica subsp. macrocarpa"
651631,"Isatis cappadocica",651635,"Isatis cappadocica subsp. stenophylla"
651631,"Isatis cappadocica",651636,"Isatis cappadocica subsp. steveniana"
669703,"Hedysarum hedysaroides",1641274,"Hedysarum hedysaroides subsp. arcticum"
701543,"Lespedeza fasciculiflora",1108179,"Lespedeza fasciculiflora var. fasciculiflora"
713681,"Astragalus vesicarius",713682,"Astragalus vesicarius subsp. carniolicus"
713681,"Astragalus vesicarius",713683,"Astragalus vesicarius subsp. pastellianus"
713681,"Astragalus vesicarius",713684,"Astragalus vesicarius subsp. vesicarius"
713681,"Astragalus vesicarius",1080396,"Astragalus vesicarius subsp. albidus"
714519,"Lupinus westianus",714520,"Lupinus westianus var. aridorum"
754896,"Onobrychis argentea",754897,"Onobrychis argentea subsp. hispanica"
754896,"Onobrychis argentea",1151075,"Onobrychis argentea subsp. africana"
754900,"Onobrychis melanotricha",1221346,"Onobrychis melanotricha var. villosa"
754900,"Onobrychis melanotricha",1232784,"Onobrychis melanotricha var. melanotricha"
764761,"Poa keysseri",1544626,"Poa keysseri var. brassii"
764769,"Poa poiformis",1544638,"Poa poiformis var. poiformis"
764769,"Poa poiformis",1544639,"Poa poiformis var. ramifera"
764775,"Poa smirnowii",368378,"Poa smirnowii subsp. mariae"
796747,"Poa sect. Lindbergella",796748,"Poa sintenisii"
872928,"Onobrychis alba",872929,"Onobrychis alba subsp. laconica"
872937,"Onobrychis cyri",1227094,"Onobrychis cyri var. angustifolia"
872937,"Onobrychis cyri",1260338,"Onobrychis cyri var. cyri"
880670,"Atriplex lindleyi",169232,"Atriplex lindleyi subsp. inflata"
880670,"Atriplex lindleyi",2528883,"Atriplex lindleyi subsp. conduplicata"
880693,"Atriplex serenana",912161,"Atriplex serenana var. serenana"
883001,"Camelina rumelica",1382508,"Camelina rumelica subsp. transcaspica"
903537,"Hedysarum gmelinii",2419552,"Hedysarum gmelinii subsp. setigerum"
925615,"Lupinus hispanicus subsp. hispanicus",925614,"Lupinus hispanicus var. bicolor"
1008970,"Poa hothamensis",1008971,"Poa hothamensis var. hothamensis"
1008970,"Poa hothamensis",1544622,"Poa hothamensis var. parviflora"
1042474,"Astragalus caprinus",2014676,"Astragalus caprinus subsp. caprinus"
1042487,"Astragalus macropelmatus",1042488,"Astragalus macropelmatus subsp. macropelmatus"
1042492,"Astragalus pinetorum",1042493,"Astragalus pinetorum subsp. pinetorum"
1042492,"Astragalus pinetorum",2792304,"Astragalus pinetorum subsp. declinatus"
1053096,"Dioscorea biloba",1678648,"Dioscorea biloba subsp. coquimbana"
1053096,"Dioscorea biloba",1678675,"Dioscorea biloba subsp. biloba"
1053097,"Dioscorea humilis",1515106,"Dioscorea humilis subsp. humilis"
